freq,psd_x,psd_y,psd_z,psd_xyz
144.5,1.242e+04,1.553e+04,5.320e+03,3.327e+04
146.2,9.937e+03,1.654e+04,3.799e+03,3.028e+04
147.9,1.128e+04,2.286e+04,4.068e+03,3.821e+04
149.6,1.334e+04,2.240e+04,4.651e+03,4.039e+04
151.3,1.265e+04,2.041e+04,5.288e+03,3.834e+04
153.0,1.334e+04,2.570e+04,6.658e+03,4.570e+04
154.7,1.176e+04,2.762e+04,6.626e+03,4.600e+04
156.4,1.204e+04,2.743e+04,5.636e+03,4.510e+04
158.1,1.001e+04,3.154e+04,5.902e+03,4.746e+04
159.8,6.928e+03,2.083e+04,4.845e+03,3.260e+04
161.5,7.176e+03,2.185e+04,4.264e+03,3.329e+04
163.2,5.513e+03,2.022e+04,6.182e+03,3.191e+04
164.9,4.697e+03,1.754e+04,6.694e+03,2.894e+04
166.6,4.499e+03,1.538e+04,4.347e+03,2.423e+04
168.3,4.242e+03,1.788e+04,4.906e+03,2.703e+04
170.0,4.311e+03,1.636e+04,5.137e+03,2.581e+04
171.7,4.332e+03,1.189e+04,5.227e+03,2.145e+04
173.4,4.049e+03,8.798e+03,5.112e+03,1.796e+04
175.1,4.104e+03,6.926e+03,5.080e+03,1.611e+04
176.8,3.519e+03,5.412e+03,4.348e+03,1.328e+04
178.5,3.656e+03,5.593e+03,4.817e+03,1.407e+04
180.2,3.986e+03,5.389e+03,5.727e+03,1.510e+04
181.9,3.662e+03,4.337e+03,4.112e+03,1.211e+04
183.6,4.266e+03,5.175e+03,4.392e+03,1.383e+04
185.3,3.922e+03,5.246e+03,3.135e+03,1.230e+04
187.0,3.422e+03,5.103e+03,3.550e+03,1.207e+04
188.7,3.510e+03,4.534e+03,4.497e+03,1.254e+04
190.4,2.734e+03,3.570e+03,3.356e+03,9.661e+03
192.1,2.784e+03,3.936e+03,3.407e+03,1.013e+04
193.8,3.396e+03,3.168e+03,4.010e+03,1.057e+04
195.5,3.807e+03,3.272e+03,4.282e+03,1.136e+04
197.2,5.447e+03,3.932e+03,5.734e+03,1.511e+04
198.9,4.121e+03,3.432e+03,4.307e+03,1.186e+04
