freq,psd_x,psd_y,psd_z,psd_xyz
87.0,7.249e+03,9.676e+03,2.988e+03,1.991e+04
88.7,8.417e+03,9.905e+03,4.354e+03,2.268e+04
90.4,9.610e+03,9.122e+03,5.867e+03,2.460e+04
92.0,9.225e+03,9.678e+03,7.438e+03,2.634e+04
93.7,9.438e+03,1.080e+04,8.417e+03,2.865e+04
95.4,1.217e+04,9.032e+03,7.938e+03,2.914e+04
97.1,1.293e+04,8.586e+03,6.361e+03,2.788e+04
98.7,1.275e+04,9.964e+03,5.970e+03,2.868e+04
100.4,9.935e+03,1.004e+04,6.105e+03,2.608e+04
102.1,9.861e+03,9.193e+03,7.420e+03,2.647e+04
103.8,1.215e+04,8.936e+03,7.735e+03,2.882e+04
105.4,1.503e+04,9.456e+03,7.293e+03,3.178e+04
107.1,1.775e+04,9.811e+03,9.493e+03,3.705e+04
108.8,2.239e+04,9.963e+03,1.410e+04,4.646e+04
110.5,2.323e+04,1.085e+04,1.420e+04,4.828e+04
112.1,3.439e+04,1.593e+04,2.335e+04,7.367e+04
113.8,2.870e+04,1.664e+04,2.437e+04,6.971e+04
115.5,2.396e+04,1.709e+04,2.542e+04,6.647e+04
117.2,1.071e+04,1.073e+04,1.378e+04,3.522e+04
118.8,1.034e+04,9.002e+03,1.070e+04,3.004e+04
120.5,1.092e+04,7.629e+03,9.274e+03,2.783e+04
122.2,1.135e+04,7.323e+03,8.519e+03,2.719e+04
123.8,1.259e+04,7.820e+03,9.454e+03,2.987e+04
125.5,1.857e+04,9.004e+03,1.142e+04,3.900e+04
127.2,1.657e+04,9.080e+03,8.826e+03,3.448e+04
128.9,1.070e+04,6.684e+03,4.904e+03,2.229e+04
130.5,1.328e+04,8.576e+03,6.139e+03,2.799e+04
132.2,1.016e+04,7.885e+03,4.785e+03,2.283e+04
133.9,8.675e+03,5.642e+03,4.125e+03,1.844e+04
135.6,8.476e+03,6.261e+03,3.816e+03,1.855e+04
137.2,6.753e+03,8.333e+03,4.460e+03,1.955e+04
138.9,6.229e+03,1.126e+04,7.000e+03,2.449e+04
140.6,4.979e+03,1.117e+04,5.377e+03,2.153e+04
142.3,5.611e+03,1.284e+04,5.074e+03,2.352e+04
143.9,5.168e+03,1.418e+04,4.247e+03,2.359e+04
145.6,4.465e+03,1.924e+04,4.252e+03,2.796e+04
147.3,5.536e+03,2.237e+04,4.503e+03,3.241e+04
149.0,5.823e+03,1.695e+04,3.284e+03,2.606e+04
150.6,4.998e+03,1.738e+04,3.099e+03,2.548e+04
152.3,4.358e+03,2.108e+04,3.381e+03,2.882e+04
154.0,4.648e+03,2.808e+04,5.711e+03,3.844e+04
155.6,4.431e+03,3.064e+04,7.573e+03,4.265e+04
157.3,4.649e+03,2.652e+04,7.184e+03,3.836e+04
159.0,4.831e+03,2.103e+04,4.695e+03,3.056e+04
160.7,4.819e+03,1.977e+04,3.478e+03,2.807e+04
162.3,4.905e+03,1.854e+04,3.030e+03,2.647e+04
164.0,4.982e+03,1.896e+04,2.692e+03,2.663e+04
165.7,3.393e+03,1.385e+04,2.731e+03,1.998e+04
167.4,2.779e+03,9.500e+03,2.732e+03,1.501e+04
169.0,2.955e+03,9.549e+03,3.795e+03,1.630e+04
170.7,2.716e+03,1.084e+04,5.450e+03,1.901e+04
172.4,2.613e+03,1.066e+04,6.502e+03,1.978e+04
174.1,3.220e+03,1.060e+04,7.596e+03,2.142e+04
175.7,3.464e+03,6.696e+03,6.105e+03,1.626e+04
177.4,2.937e+03,5.133e+03,4.053e+03,1.212e+04
179.1,2.338e+03,4.939e+03,2.840e+03,1.012e+04
180.7,2.422e+03,4.598e+03,3.268e+03,1.029e+04
182.4,3.098e+03,3.127e+03,2.588e+03,8.812e+03
184.1,3.048e+03,3.395e+03,2.978e+03,9.421e+03
185.8,2.873e+03,3.311e+03,3.366e+03,9.551e+03
187.4,2.955e+03,3.289e+03,3.599e+03,9.842e+03
189.1,2.568e+03,3.051e+03,2.853e+03,8.472e+03
190.8,3.108e+03,2.867e+03,2.837e+03,8.812e+03
192.5,3.076e+03,2.919e+03,3.220e+03,9.215e+03
194.1,3.195e+03,2.817e+03,2.723e+03,8.736e+03
195.8,3.226e+03,2.887e+03,2.731e+03,8.845e+03
197.5,2.543e+03,2.837e+03,3.117e+03,8.497e+03
199.2,2.357e+03,2.794e+03,2.671e+03,7.822e+03
