freq,psd_x,psd_y,psd_z,psd_xyz
80.3,4.430e+04,3.771e+03,5.983e+03,5.405e+04
82.0,4.481e+04,3.236e+03,4.616e+03,5.266e+04
83.7,5.674e+04,3.211e+03,5.034e+03,6.499e+04
85.4,7.627e+04,3.867e+03,5.054e+03,8.520e+04
87.1,8.568e+04,3.559e+03,5.289e+03,9.453e+04
88.9,1.276e+05,3.366e+03,7.391e+03,1.383e+05
90.6,1.573e+05,2.872e+03,9.789e+03,1.699e+05
92.3,1.413e+05,2.374e+03,1.087e+04,1.546e+05
94.0,9.308e+04,2.151e+03,1.007e+04,1.053e+05
95.7,5.829e+04,2.289e+03,9.552e+03,7.013e+04
97.4,5.859e+04,2.448e+03,1.068e+04,7.172e+04
99.1,5.165e+04,2.023e+03,9.125e+03,6.280e+04
100.8,6.207e+04,2.399e+03,8.181e+03,7.265e+04
102.5,7.222e+04,3.234e+03,1.185e+04,8.730e+04
104.2,8.502e+04,4.095e+03,1.503e+04,1.041e+05
105.9,1.141e+05,1.005e+04,3.000e+04,1.541e+05
107.6,1.363e+05,1.566e+04,4.100e+04,1.930e+05
109.4,1.265e+05,1.602e+04,3.480e+04,1.773e+05
111.1,1.117e+05,1.147e+04,2.177e+04,1.450e+05
112.8,9.608e+04,7.643e+03,1.344e+04,1.172e+05
114.5,1.032e+05,6.416e+03,1.178e+04,1.214e+05
116.2,1.103e+05,5.996e+03,1.188e+04,1.282e+05
117.9,1.261e+05,7.676e+03,1.657e+04,1.504e+05
119.6,2.125e+05,8.380e+03,2.461e+04,2.455e+05
121.3,2.260e+05,7.207e+03,2.228e+04,2.555e+05
123.0,1.729e+05,6.410e+03,2.002e+04,1.993e+05
124.7,1.444e+05,5.674e+03,1.937e+04,1.695e+05
126.4,1.271e+05,4.409e+03,1.653e+04,1.480e+05
128.1,1.041e+05,3.511e+03,1.583e+04,1.234e+05
129.9,8.397e+04,2.574e+03,1.357e+04,1.001e+05
131.6,6.564e+04,2.794e+03,1.021e+04,7.863e+04
133.3,6.277e+04,2.729e+03,1.334e+04,7.883e+04
135.0,5.779e+04,2.354e+03,1.332e+04,7.347e+04
136.7,5.327e+04,2.052e+03,1.316e+04,6.848e+04
138.4,5.096e+04,1.819e+03,1.442e+04,6.720e+04
140.1,4.347e+04,1.559e+03,1.227e+04,5.730e+04
141.8,3.620e+04,1.897e+03,1.401e+04,5.211e+04
143.5,3.421e+04,2.218e+03,1.385e+04,5.028e+04
145.2,3.253e+04,1.771e+03,1.201e+04,4.631e+04
146.9,3.283e+04,1.796e+03,8.782e+03,4.340e+04
148.7,4.048e+04,1.963e+03,6.159e+03,4.861e+04
150.4,3.237e+04,2.663e+03,5.297e+03,4.033e+04
152.1,3.486e+04,3.375e+03,5.772e+03,4.400e+04
153.8,3.771e+04,3.130e+03,6.202e+03,4.704e+04
155.5,2.689e+04,3.187e+03,6.138e+03,3.621e+04
157.2,2.621e+04,3.373e+03,7.290e+03,3.687e+04
158.9,2.548e+04,3.560e+03,9.254e+03,3.829e+04
160.6,2.432e+04,3.841e+03,1.175e+04,3.991e+04
162.3,2.349e+04,4.618e+03,1.561e+04,4.372e+04
164.0,1.737e+04,5.081e+03,1.817e+04,4.062e+04
165.7,1.449e+04,5.708e+03,1.966e+04,3.986e+04
167.4,1.439e+04,5.208e+03,1.852e+04,3.812e+04
169.2,1.658e+04,5.773e+03,2.214e+04,4.450e+04
170.9,1.208e+04,4.135e+03,1.497e+04,3.118e+04
172.6,1.673e+04,3.501e+03,1.240e+04,3.263e+04
174.3,1.408e+04,3.665e+03,1.345e+04,3.120e+04
176.0,1.327e+04,3.666e+03,1.330e+04,3.024e+04
177.7,1.272e+04,3.486e+03,1.304e+04,2.925e+04
179.4,1.409e+04,3.737e+03,1.654e+04,3.437e+04
181.1,1.264e+04,2.812e+03,1.333e+04,2.878e+04
182.8,1.212e+04,2.519e+03,1.141e+04,2.605e+04
184.5,1.160e+04,2.386e+03,1.080e+04,2.479e+04
186.2,1.017e+04,2.003e+03,1.111e+04,2.328e+04
188.0,1.077e+04,1.836e+03,9.958e+03,2.257e+04
189.7,9.965e+03,1.793e+03,1.101e+04,2.276e+04
191.4,1.001e+04,2.200e+03,1.289e+04,2.509e+04
193.1,1.055e+04,2.649e+03,1.623e+04,2.943e+04
194.8,9.299e+03,2.615e+03,1.764e+04,2.955e+04
196.5,8.736e+03,2.203e+03,1.543e+04,2.637e+04
198.2,9.011e+03,2.238e+03,1.290e+04,2.415e+04
199.9,1.030e+04,3.476e+03,2.051e+04,3.429e+04
